"COU ; Reporting country ; FLW ; Flow ; PAR ; Partner country ; CAT ; End-use ; IND ; Industry ; VAL ; Variable ; TIME ; Time ; Unit Code ; Unit ; PowerCode Code ; PowerCode ; Reference Period Code ; Reference Period ; Value ; Flag Codes ; Flags"
"LVA ; Latvia ; IMPO ; Imports ; KEN ; Kenya ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 81.616 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MDG ; Madagascar ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 226.824 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MWI ; Malawi ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.449 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MLI ; Mali ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 16.185 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MRT ; Mauritania ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.859 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MUS ; Mauritius ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 150.676 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MAR ; Morocco ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1387.829 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MOZ ; Mozambique ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.156 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; NAM ; Namibia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.021 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; NGA ; Nigeria ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 329.367 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; SEN ; Senegal ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 205.528 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; SYC ; Seychelles ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1868.222 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; TZA ; Tanzania ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 118.872 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; TGO ; Togo ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.372 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; TUN ; Tunisia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 356.312 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; UGA ; Uganda ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 55.088 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; ZMB ; Zambia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.676 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; ZWE ; Zimbabwe ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.009 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; ARG ; Argentina ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3382.98 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; BOL ; Bolivia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 11.232 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; COL ; Colombia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 248.295 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; CRI ; Costa Rica ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 314.858 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; CUB ; Cuba ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 32.631 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; DOM ; Dominican Republic ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2711.341 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; ECU ; Ecuador ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1103.069 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; SLV ; El Salvador ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 73.788 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; GTM ; Guatemala ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 448.227 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; GUY ; Guyana ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2.24 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; HND ; Honduras ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 258.565 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; JAM ; Jamaica ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 37.722 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MSR ; Montserrat ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.153 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; NIC ; Nicaragua ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 220.109 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; PAN ; Panama ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 149.977 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; PRY ; Paraguay ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 201.658 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; PER ; Peru ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1646.639 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; SUR ; Suriname ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 16.761 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; URY ; Uruguay ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 119.612 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; BHR ; Bahrain ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 65.014 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; BGD ; Bangladesh ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3377.219 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; KHM ; Cambodia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 148.346 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; TWN ; Chinese Taipei ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 118149.282 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; CYP ; Cyprus ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 18859.963 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; GEO ; Georgia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 9094.731 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; HKG ; Hong Kong (China) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 22958.803 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; IRN ; Iran ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 856.386 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; JOR ; Jordan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 522.447 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; KAZ ; Kazakhstan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 8509.863 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; KWT ; Kuwait ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 729.728 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; KGZ ; Kyrgyzstan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 760.277 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; LBN ; Lebanon ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 241.687 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MAC ; Macau (China) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2.204 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MYS ; Malaysia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 20661.458 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MDV ; Maldives ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.156 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MNG ; Mongolia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.888 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; NPL ; Nepal ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 64.559 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; OMN ; Oman ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 7.336 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; PAK ; Pakistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 6718.792 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; PHL ; Philippines ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2521.672 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; QAT ; Qatar ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 36.919 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; SAU ; Saudi Arabia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 572.704 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; SGP ; Singapore ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 11465.345 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; LKA ; Sri Lanka ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 8037.084 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; THA ; Thailand ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 30610.358 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; ARE ; United Arab Emirates ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 16725.871 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; VNM ; Viet Nam ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 212181.9 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; ALB ; Albania ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2057.629 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; BLR ; Belarus ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 548304.574 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; BIH ; Bosnia and Herzegovina ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1155.73 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; BGR ; Bulgaria ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 49071.493 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; HRV ; Croatia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 35102.34 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; LTU ; Lithuania ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3952135.742 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MKD ; North Macedonia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3372.548 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MLT ; Malta ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1646.805 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MDA ; Moldova ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 8755.831 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; MNE ; Montenegro ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2.088 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; ROU ; Romania ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 70180.382 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; SRB ; Serbia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 14163.192 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; UKR ; Ukraine ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 266975.132 ;  ; "
"LVA ; Latvia ; IMPO ; Imports ; ROW ; Rest of World ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 4624.016 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; AUS ; Australia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 20331.086 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; AUT ; Austria ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1069.372 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; BEL ; Belgium ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 105717.502 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; CAN ; Canada ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 181005.758 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; CHL ; Chile ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 90743.001 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; CZE ; Czech Republic ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1002.261 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; DNK ; Denmark ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1343.584 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; EST ; Estonia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 402.859 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; FIN ; Finland ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 45073.526 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; FRA ; France ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 24013.42 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; DEU ; Germany ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 116817.661 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; GRC ; Greece ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 16554.116 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; HUN ; Hungary ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2.497 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; ISL ; Iceland ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 49.44 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; IRL ; Ireland ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2326.65 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; ISR ; Israel ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 22800.192 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; ITA ; Italy ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 285843.425 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; JPN ; Japan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 124684.154 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; KOR ; Korea ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 92750.902 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; LUX ; Luxembourg ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 124.289 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; MEX ; Mexico ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 590208.48 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; NLD ; Netherlands ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 402426.03 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; NZL ; New Zealand ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 11813.304 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; NOR ; Norway ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 8713.755 ;  ; "
