"COU ; Reporting country ; FLW ; Flow ; PAR ; Partner country ; CAT ; End-use ; IND ; Industry ; VAL ; Variable ; TIME ; Time ; Unit Code ; Unit ; PowerCode Code ; PowerCode ; Reference Period Code ; Reference Period ; Value ; Flag Codes ; Flags"
"ESP ; Spain ; IMPO ; Imports ; FRA ; France ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 40390837.415 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; DEU ; Germany ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 45267771.928 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; GRC ; Greece ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 999809.688 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; HUN ; Hungary ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3133589.714 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; ISL ; Iceland ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 114647.199 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; IRL ; Ireland ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3368316.478 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; ISR ; Israel ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 968031.973 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; ITA ; Italy ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 26751950.427 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; JPN ; Japan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3511439.654 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; KOR ; Korea ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3250284.799 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; LUX ; Luxembourg ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 517451.901 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MEX ; Mexico ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 5515328.438 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; CHE ; Switzerland ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 10139772.487 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; GBR ; United Kingdom ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 10207783.099 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BRA ; Brazil ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 5477705.361 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; CHN ; China (People’s Republic of) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 41200348.06 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; IND ; India ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 4967631.731 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; IDN ; Indonesia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2910585.427 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; DZA ; Algeria ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 5639436.289 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BEN ; Benin ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 668.926 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BWA ; Botswana ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 30.864 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BFA ; Burkina Faso ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 4439.518 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BDI ; Burundi ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 64.477 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; CMR ; Cameroon ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 256388.397 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; CPV ; Cabo Verde ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 79568.525 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; CAF ; Central African Republic ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 33.724 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; COG ; Congo (Brazzaville) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 12519.064 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; CIV ; Côte d'Ivoire ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 435923.717 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; EGY ; Egypt ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1408741.673 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; ETH ; Ethiopia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 28829.969 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; GAB ; Gabon ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 268879.955 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; GMB ; Gambia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 4340.199 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; GHA ; Ghana ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 295798.056 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; GIN ; Guinea ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 191907.742 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; KEN ; Kenya ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 67472.906 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MDG ; Madagascar ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 29795.943 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MWI ; Malawi ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 4135.051 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MLI ; Mali ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2188.807 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MRT ; Mauritania ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 344353.791 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MUS ; Mauritius ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 83446.273 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MAR ; Morocco ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 8635052.257 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MOZ ; Mozambique ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 257087.324 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; NAM ; Namibia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 254263.164 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; NER ; Niger ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2835.725 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; NGA ; Nigeria ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 6692708.081 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; ARG ; Argentina ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2474922.524 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; ABW ; Aruba ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 147.946 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BOL ; Bolivia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 169865.565 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; COL ; Colombia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 721484.305 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; CRI ; Costa Rica ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 347128.558 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; CUB ; Cuba ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 121240.489 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; DMA ; Dominica ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 73.291 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; DOM ; Dominican Republic ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 115233.656 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; ECU ; Ecuador ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 754238.637 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; GTM ; Guatemala ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 322399.647 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; GUY ; Guyana ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 100731.565 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; HND ; Honduras ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 59988.932 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; JAM ; Jamaica ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2970.218 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MSR ; Montserrat ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.125 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; NIC ; Nicaragua ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 45527.296 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; KNA ; Saint Kitts and Nevis ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 300.485 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BHR ; Bahrain ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 330282.676 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BGD ; Bangladesh ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3604790.414 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BRN ; Brunei Darussalam ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 24.674 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BTN ; Bhutan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 49.682 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; KHM ; Cambodia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 766156.78 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; CYP ; Cyprus ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 36198.153 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; GEO ; Georgia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 41445.333 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; HKG ; Hong Kong (China) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 433990.403 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; IRN ; Iran ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 123989.354 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; JOR ; Jordan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 67214.729 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; KAZ ; Kazakhstan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1863878.251 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; KWT ; Kuwait ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 63972.385 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; KGZ ; Kyrgyzstan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 558.942 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; LBN ; Lebanon ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 63015.003 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MAC ; Macau (China) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1682.289 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MYS ; Malaysia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1685724.674 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MDV ; Maldives ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2395.998 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MNG ; Mongolia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1214.623 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; LKA ; Sri Lanka ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 171048.739 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; ARE ; United Arab Emirates ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 961183.484 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; ALB ; Albania ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 233941.049 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BLR ; Belarus ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 90355.654 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BIH ; Bosnia and Herzegovina ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 53555.419 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; BGR ; Bulgaria ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 972558.332 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; HRV ; Croatia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 159754.876 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; LVA ; Latvia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 185060.394 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; LTU ; Lithuania ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 529909.153 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MKD ; North Macedonia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 136474.616 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MLT ; Malta ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 60980.085 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MDA ; Moldova ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 67546.3 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; MNE ; Montenegro ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 90780.798 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; FJI ; Fiji ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 869.374 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; NCL ; New Caledonia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 69358.391 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; NLD ; Netherlands ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 19757396.371 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; NZL ; New Zealand ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 233337.882 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; NOR ; Norway ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1525838.861 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; POL ; Poland ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 7603818.032 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; PRT ; Portugal ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 16084645.331 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; SVK ; Slovak Republic ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2158128.18 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; SVN ; Slovenia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 567179.558 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; SWE ; Sweden ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3760001.932 ;  ; "
"ESP ; Spain ; IMPO ; Imports ; TUR ; Turkey ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 9847209.259 ;  ; "
