,exporter,importer,secgroup,product,v2020
886344,ASEA,LBY,CAT,TT,216.853078390461
886728,ASEA,LKA,CAT,TT,2255.39430755011
887112,ASEA,LTU,CAT,TT,233.145573266888
887496,ASEA,LUX,CAT,TT,257.28052464362
887880,ASEA,LVA,CAT,TT,385.91008735803
888264,ASEA,MAR,CAT,TT,673.155326052304
888648,ASEA,MED,CAT,TT,42514.8118594439
889032,ASEA,MENA,CAT,TT,31299.3744687005
889416,ASEA,MERC,CAT,TT,10253.7592256109
889800,ASEA,MEX,CAT,TT,25292.550279772
890184,ASEA,MKD,CAT,TT,140.502977553336
890568,ASEA,MLT,CAT,TT,271.036379154218
890952,ASEA,MOA,CAT,TT,1177.36359855694
891336,ASEA,MYS,CAT,TT,41562.4640699469
891720,ASEA,NGA,CAT,TT,2032.46072005068
892104,ASEA,NLD,CAT,TT,24656.9745122707
892488,ASEA,NOR,CAT,TT,1825.06364989413
892872,ASEA,NRD,CAT,TT,6813.13418508233
893256,ASEA,NZL,CAT,TT,4167.01364771073
893640,ASEA,OCN,CAT,TT,32434.9652842836
894024,ASEA,OECD,CAT,TT,583540.220988033
894408,ASEA,OPEC,CAT,TT,27152.8752489642
894792,ASEA,PAK,CAT,TT,6108.09128655753
895176,ASEA,PED,CAT,TT,632391.733794594
895560,ASEA,PER,CAT,TT,1330.40959227844
895944,ASEA,PHL,CAT,TT,24677.9121240256
896328,ASEA,PMA,CAT,TT,37887.7543221275
896712,ASEA,PMO,CAT,TT,25890.5288160258
897096,ASEA,POL,CAT,TT,7388.40040600365
897480,ASEA,PRT,CAT,TT,746.343174258959
897864,ASEA,PRY,CAT,TT,163.003633117728
898248,ASEA,RCEP,CAT,TT,687825.921220419
898632,ASEA,ROM,CAT,TT,821.798248527608
899016,ASEA,RUS,CAT,TT,9354.6261673431
899400,ASEA,SAF,CAT,TT,5130.01816982352
899784,ASEA,SAU,CAT,TT,7253.30539335542
900168,ASEA,SEM,CAT,TT,436.952033059788
900552,ASEA,SGP,CAT,TT,43784.7946972325
900936,ASEA,SUN,CAT,TT,13261.8658906988
901320,ASEA,SVK,CAT,TT,5200.5556154352
901704,ASEA,SVN,CAT,TT,1181.21640951178
902088,ASEA,SWE,CAT,TT,2347.64527794601
902472,ASEA,THA,CAT,TT,37784.3392701935
902856,ASEA,TUN,CAT,TT,387.262827707749
903240,ASEA,TUR,CAT,TT,5265.42557665616
903624,ASEA,TWN,CAT,TT,32107.7042031511
904008,ASEA,UE,CAT,TT,128473.031994153
904392,ASEA,UKR,CAT,TT,1314.02001297616
904776,ASEA,URY,CAT,TT,176.855355499262
905160,ASEA,USA,CAT,TT,202988.620469317
905544,ASEA,VEN,CAT,TT,70.3863348987178
905928,ASEA,VNM,CAT,TT,34494.296879822
906312,ASEA,WLD,CAT,TT,1317889.01497837
906696,ASEA,XXX,CAT,TT,3061.16855735961
907080,ASEA,YUG,CAT,TT,2053.56966784536
907464,ASO,AES,CAT,TT,886269.253596717
907848,ASO,AFA,CAT,TT,12762.2140620584
908232,ASO,AFN,CAT,TT,47154.0596683285
908616,ASO,AFR,CAT,TT,429218.885747056
909000,ASO,AFS,CAT,TT,158454.669285671
909384,ASO,AFZ,CAT,TT,63002.2121256709
909768,ASO,ALB,CAT,TT,806.960686907846
910152,ASO,AMA,CAT,TT,38114.7935362621
910536,ASO,AME,CAT,TT,1335549.41514273
910920,ASO,AMN,CAT,TT,1153408.13828228
911304,ASO,AMS,CAT,TT,182141.276860457
911688,ASO,ANE,CAT,TT,1748587.05385627
912072,ASO,AOA,CAT,TT,24841.7239626385
912456,ASO,AOZ,CAT,TT,36350.099117936
912840,ASO,APEC,CAT,TT,4030185.94368601
913224,ASO,ARG,CAT,TT,13281.9613316909
913608,ASO,ASEA,CAT,TT,889203.920853722
913992,ASO,ASO,CAT,TT,3066426.66644861
914376,ASO,ASS,CAT,TT,290146.275463761
914760,ASO,AUS,CAT,TT,118962.527948271
915144,ASO,AUT,CAT,TT,17982.7112604143
915528,ASO,BAL,CAT,TT,7527.23486979512
915912,ASO,BEL,CAT,TT,27259.0732991263
916296,ASO,BGD,CAT,TT,39081.2954998847
916680,ASO,BGR,CAT,TT,3181.75421960511
917064,ASO,BIH,CAT,TT,930.704559257571
917448,ASO,BLR,CAT,TT,4383.99584213407
917832,ASO,BLX,CAT,TT,28670.1023099001
918216,ASO,BOL,CAT,TT,1782.30359396526
918600,ASO,BRA,CAT,TT,62763.8352302299
918984,ASO,BRIC,CAT,TT,1053557.27220101
919368,ASO,BRN,CAT,TT,2934.66725700465
919752,ASO,CAL,CAT,TT,28886.2145403891
920136,ASO,CAN,CAT,TT,100928.502831376
920520,ASO,CAU,CAT,TT,4152.19011042654
920904,ASO,CEA,CAT,TT,9520.19952859411
921288,ASO,CEI,CAT,TT,138930.393740911
921672,ASO,CHE,CAT,TT,55952.4593935695
922056,ASO,CHL,CAT,TT,23205.5490868134
922440,ASO,CHN,CAT,TT,898392.526914506
922824,ASO,CIV,CAT,TT,4253.20685082339
923208,ASO,CMR,CAT,TT,3030.48917953461
923592,ASO,COL,CAT,TT,14771.3295207946
923976,ASO,CSK,CAT,TT,55046.3622092106
924360,ASO,CYP,CAT,TT,1447.7897808911
924744,ASO,CZE,CAT,TT,41028.5248121378
925128,ASO,DEU,CAT,TT,216055.901882637
925512,ASO,DEV,CAT,TT,2949021.07100433
925896,ASO,DNK,CAT,TT,10652.5564664242
926280,ASO,DZA,CAT,TT,9884.31531658434
926664,ASO,E15,CAT,TT,718439.709040236
927048,ASO,E28,CAT,TT,883498.679642654
927432,ASO,ECU,CAT,TT,5601.44428277982
927816,ASO,EGY,CAT,TT,24090.7495403062
928200,ASO,EM1,CAT,TT,1095897.02549353
928584,ASO,ENM,CAT,TT,181593.892081941
928968,ASO,ESP,CAT,TT,50916.8371246672
929352,ASO,EST,CAT,TT,2696.08266779018
929736,ASO,EUA,CAT,TT,250063.22371181
930120,ASO,EUC,CAT,TT,1140241.60673484
930504,ASO,EUR,CAT,TT,595159.564897836
930888,ASO,FIN,CAT,TT,8741.04574793616
931272,ASO,FRA,CAT,TT,64043.9743881282
931656,ASO,G20,CAT,TT,3844356.53608995
932040,ASO,G8,CAT,TT,1884499.16985349
932424,ASO,GAB,CAT,TT,690.355132379071
932808,ASO,GBR,CAT,TT,132250.690360539
933192,ASO,GLF,CAT,TT,196336.055739201
933576,ASO,GOA,CAT,TT,138172.631643341
933960,ASO,GRC,CAT,TT,5853.5485636534
934344,ASO,HKG,CAT,TT,99481.2638581659
934728,ASO,HRV,CAT,TT,2400.61907752982
935112,ASO,HUN,CAT,TT,18914.8790061947
935496,ASO,IDN,CAT,TT,105287.875781798
935880,ASO,IND,CAT,TT,148407.00470892
936264,ASO,IRL,CAT,TT,12020.1138307299
936648,ASO,ISL,CAT,TT,733.525470799104
937032,ASO,ISR,CAT,TT,13797.8972633634
937416,ASO,ITA,CAT,TT,55226.7698171892
937800,ASO,JPN,CAT,TT,341714.077045058
938184,ASO,KAZ,CAT,TT,15994.4027120255
938568,ASO,KEN,CAT,TT,10877.7383321802
938952,ASO,KGZ,CAT,TT,3177.03611770333
939336,ASO,KOR,CAT,TT,240012.584308188
939720,ASO,LBY,CAT,TT,2724.86962421051
940104,ASO,LKA,CAT,TT,11642.0943068104
940488,ASO,LTU,CAT,TT,2916.36434354571
940872,ASO,LUX,CAT,TT,1411.02901077382
941256,ASO,LVA,CAT,TT,1914.78785845922
941640,ASO,MAR,CAT,TT,7390.33562295975
942024,ASO,MED,CAT,TT,312164.615763903
942408,ASO,MENA,CAT,TT,270764.216461385
942792,ASO,MERC,CAT,TT,82050.4869976364
943176,ASO,MEX,CAT,TT,118293.403468073
943560,ASO,MKD,CAT,TT,774.282681164784
943944,ASO,MLT,CAT,TT,4257.6278574431
944328,ASO,MOA,CAT,TT,13476.203790492
944712,ASO,MYS,CAT,TT,147070.648733236
945096,ASO,NGA,CAT,TT,31605.2669970087
945480,ASO,NLD,CAT,TT,95698.4998532607
945864,ASO,NOR,CAT,TT,14313.887540624
946248,ASO,NRD,CAT,TT,48845.0299323612
946632,ASO,NZL,CAT,TT,22461.555583589
947016,ASO,OCN,CAT,TT,141424.08353186
947400,ASO,OECD,CAT,TT,2903703.04263248
947784,ASO,OPEC,CAT,TT,249680.507118188
948168,ASO,PAK,CAT,TT,26889.3906105663
948552,ASO,PED,CAT,TT,2855095.68178503
948936,ASO,PER,CAT,TT,13777.1698161813
949320,ASO,PHL,CAT,TT,94970.892467776
949704,ASO,PMA,CAT,TT,167319.821283881
950088,ASO,PMO,CAT,TT,223610.156793057
950472,ASO,POL,CAT,TT,57186.1501374874
950856,ASO,PRT,CAT,TT,5922.94272817902
951240,ASO,PRY,CAT,TT,3641.49178000347
951624,ASO,RCEP,CAT,TT,2510747.19265333
952008,ASO,ROM,CAT,TT,8319.92595832166
952392,ASO,RUS,CAT,TT,89466.2427992683
952776,ASO,SAF,CAT,TT,32233.1866060153
953160,ASO,SAU,CAT,TT,58163.42409586
953544,ASO,SEM,CAT,TT,3822.16457867419
953928,ASO,SGP,CAT,TT,119050.247007905
954312,ASO,SUN,CAT,TT,146457.628610706
954696,ASO,SVK,CAT,TT,14017.8373970728
955080,ASO,SVN,CAT,TT,6776.62748593889
955464,ASO,SWE,CAT,TT,14404.0147065778
955848,ASO,THA,CAT,TT,146964.781666884
956232,ASO,TUN,CAT,TT,3063.78956426771
956616,ASO,TUR,CAT,TT,40478.5484402739
957000,ASO,TWN,CAT,TT,168986.601730357
957384,ASO,UE,CAT,TT,751247.989282115
957768,ASO,UKR,CAT,TT,12236.3266307593
958152,ASO,URY,CAT,TT,2363.19865571212
958536,ASO,USA,CAT,TT,934186.231982829
958920,ASO,VEN,CAT,TT,2838.20002602429
959304,ASO,VNM,CAT,TT,244038.593398729
959688,ASO,WLD,CAT,TT,5978710.00482249
960072,ASO,XXX,CAT,TT,7273.43074925434
960456,ASO,YUG,CAT,TT,14704.3983825653
960840,ASS,AES,CAT,TT,34758.7881170744
961224,ASS,AFA,CAT,TT,1627.22969110724
961608,ASS,AFN,CAT,TT,4772.19572883568
961992,ASS,AFR,CAT,TT,73901.6948699196
962376,ASS,AFS,CAT,TT,27102.8823337988
962760,ASS,AFZ,CAT,TT,12520.4706376889
963144,ASS,ALB,CAT,TT,69.7519580648527
963528,ASS,AMA,CAT,TT,1819.9812780642
963912,ASS,AME,CAT,TT,82027.1880153166
964296,ASS,AMN,CAT,TT,69356.961974568
964680,ASS,AMS,CAT,TT,12670.2260407486
965064,ASS,ANE,CAT,TT,63871.7895604346
965448,ASS,AOA,CAT,TT,400.78935179738
965832,ASS,AOZ,CAT,TT,9602.1791954463
966216,ASS,APEC,CAT,TT,183528.174312927
966600,ASS,ARG,CAT,TT,1010.56054369836
966984,ASS,ASEA,CAT,TT,34870.3585752373
967368,ASS,ASO,CAT,TT,136400.987707841
967752,ASS,ASS,CAT,TT,28945.6032407003
968136,ASS,AUS,CAT,TT,8103.45094894258
968520,ASS,AUT,CAT,TT,2113.94546553626
968904,ASS,BAL,CAT,TT,459.242500176236
969288,ASS,BEL,CAT,TT,3366.5368524857
969672,ASS,BGD,CAT,TT,10063.228295955
970056,ASS,BGR,CAT,TT,331.379087091781
970440,ASS,BIH,CAT,TT,99.8562773894949
970824,ASS,BLR,CAT,TT,193.332977026526
971208,ASS,BLX,CAT,TT,3438.75544039053
971592,ASS,BOL,CAT,TT,172.215799667513
971976,ASS,BRA,CAT,TT,5144.84218399295
972360,ASS,BRIC,CAT,TT,51028.7185882213
972744,ASS,BRN,CAT,TT,111.5704581629
973128,ASS,CAL,CAT,TT,240.593543980858
973512,ASS,CAN,CAT,TT,5668.303141
973896,ASS,CAU,CAT,TT,374.007542433798
974280,ASS,CEA,CAT,TT,412.649217588255
974664,ASS,CEI,CAT,TT,7386.92790675788
975048,ASS,CHE,CAT,TT,3639.73004822429
975432,ASS,CHL,CAT,TT,1024.40128313724
975816,ASS,CHN,CAT,TT,40879.4566480564
976200,ASS,CIV,CAT,TT,695.330431874458
976584,ASS,CMR,CAT,TT,331.832272695952
976968,ASS,COL,CAT,TT,1049.65090460419
977352,ASS,CSK,CAT,TT,2484.16917176828
977736,ASS,CYP,CAT,TT,147.867465306644
978120,ASS,CZE,CAT,TT,1808.66435692671
978504,ASS,DEU,CAT,TT,18811.0479812974
978888,ASS,DEV,CAT,TT,176524.804081879
979272,ASS,DNK,CAT,TT,1702.13382227288
979656,ASS,DZA,CAT,TT,867.919170474055
980040,ASS,E15,CAT,TT,69360.2435080132
980424,ASS,E28,CAT,TT,79876.6315642968
980808,ASS,ECU,CAT,TT,306.051691839337
981192,ASS,EGY,CAT,TT,2615.08203788962
981576,ASS,EM1,CAT,TT,65131.3112934022
981960,ASS,ENM,CAT,TT,12482.4660565132
982344,ASS,ESP,CAT,TT,7843.80633823204
982728,ASS,EST,CAT,TT,135.613233603172
983112,ASS,EUA,CAT,TT,22157.6630808786
983496,ASS,EUC,CAT,TT,97676.4681575852
983880,ASS,EUR,CAT,TT,56723.056156528
984264,ASS,FIN,CAT,TT,631.10466303998
984648,ASS,FRA,CAT,TT,6460.59696629753
985032,ASS,G20,CAT,TT,243608.111425257
985416,ASS,G8,CAT,TT,118645.027152993
985800,ASS,GAB,CAT,TT,71.8309423626837
986184,ASS,GBR,CAT,TT,11744.754394348
986568,ASS,GLF,CAT,TT,38492.5626180565
986952,ASS,GOA,CAT,TT,30528.40981083
987336,ASS,GRC,CAT,TT,535.080321369342
987720,ASS,HKG,CAT,TT,1610.79477471003
988104,ASS,HRV,CAT,TT,194.993264171256
988488,ASS,HUN,CAT,TT,633.51871283344
988872,ASS,IDN,CAT,TT,5615.37983086158
989256,ASS,IND,CAT,TT,4047.36309224891
989640,ASS,IRL,CAT,TT,904.228174192388
990024,ASS,ISL,CAT,TT,53.0132941740122
990408,ASS,ISR,CAT,TT,1558.02255443496
990792,ASS,ITA,CAT,TT,6820.21932088015
991176,ASS,JPN,CAT,TT,11271.5102091638
991560,ASS,KAZ,CAT,TT,473.596352216347
991944,ASS,KEN,CAT,TT,2443.63978843144
992328,ASS,KGZ,CAT,TT,69.281265336916
992712,ASS,KOR,CAT,TT,6812.48770332965
993096,ASS,LBY,CAT,TT,182.931815222644
993480,ASS,LKA,CAT,TT,3780.38602603397
993864,ASS,LTU,CAT,TT,188.373963896171
994248,ASS,LUX,CAT,TT,72.218587904831
994632,ASS,LVA,CAT,TT,135.255302676893
995016,ASS,MAR,CAT,TT,774.658854472759
995400,ASS,MED,CAT,TT,37007.9744176747
995784,ASS,MENA,CAT,TT,46798.8125361208
996168,ASS,MERC,CAT,TT,6592.21188189814
996552,ASS,MEX,CAT,TT,4427.77399206068
996936,ASS,MKD,CAT,TT,59.0253160050026
997320,ASS,MLT,CAT,TT,337.88941737053
997704,ASS,MOA,CAT,TT,1976.03163479363
998088,ASS,MYS,CAT,TT,8009.39151677019
998472,ASS,NGA,CAT,TT,4793.32670348467
998856,ASS,NLD,CAT,TT,6110.98092161634
999240,ASS,NOR,CAT,TT,915.706254658521
999624,ASS,NRD,CAT,TT,4669.57368321388
1000008,ASS,NZL,CAT,TT,721.355840688901
1000392,ASS,OCN,CAT,TT,8824.80678963148
1000776,ASS,OECD,CAT,TT,188204.435751548
1001160,ASS,OPEC,CAT,TT,45492.7357670879
1001544,ASS,PAK,CAT,TT,940.086821055869
1001928,ASS,PED,CAT,TT,181055.062995712
1002312,ASS,PER,CAT,TT,927.600375889928
1002696,ASS,PHL,CAT,TT,2459.82335610412
1003080,ASS,PMA,CAT,TT,32426.471673071
1003464,ASS,PMO,CAT,TT,42026.6168072851
1003848,ASS,POL,CAT,TT,4919.40556244841
1004232,ASS,PRT,CAT,TT,875.974049471785
1004616,ASS,PRY,CAT,TT,261.486011326827
1005000,ASS,RCEP,CAT,TT,102658.619925419
1005384,ASS,ROM,CAT,TT,451.110558607775
1005768,ASS,RUS,CAT,TT,4892.84929800913
1006152,ASS,SAF,CAT,TT,4619.22186615346
1006536,ASS,SAU,CAT,TT,7964.15280722649
1006920,ASS,SEM,CAT,TT,291.072574141296
1007304,ASS,SGP,CAT,TT,4251.76073785665
1007688,ASS,SUN,CAT,TT,7846.17040693412
1008072,ASS,SVK,CAT,TT,675.504814841572
1008456,ASS,SVN,CAT,TT,556.812316509268
1008840,ASS,SWE,CAT,TT,1367.61564906849
1009224,ASS,THA,CAT,TT,8481.45531302083
1009608,ASS,TUN,CAT,TT,331.603850776595
1009992,ASS,TUR,CAT,TT,5284.75296387307
1010376,ASS,TWN,CAT,TT,3297.54022517479
1010760,ASS,UE,CAT,TT,68131.8771699488
1011144,ASS,UKR,CAT,TT,971.211254146911
1011528,ASS,URY,CAT,TT,175.323142880003
1011912,ASS,USA,CAT,TT,59260.8848415073
1012296,ASS,VEN,CAT,TT,778.112825648024
1012680,ASS,VNM,CAT,TT,5700.38381848018
1013064,ASS,WLD,CAT,TT,391255.34881993
1013448,ASS,XXX,CAT,TT,1249.01006926749
1013832,ASS,YUG,CAT,TT,1201.75974821632
1014216,AUS,AES,CAT,TT,23627.3730325445
1014600,AUS,AFA,CAT,TT,140.234077
1014984,AUS,AFN,CAT,TT,406.241372
1015368,AUS,AFR,CAT,TT,6634.22512914922
1015752,AUS,AFS,CAT,TT,1486.149095
1016136,AUS,AFZ,CAT,TT,422.306755
1016520,AUS,ALB,CAT,TT,0.915903
1016904,AUS,AMA,CAT,TT,117.778927
1017288,AUS,AME,CAT,TT,16762.0870228851
1017672,AUS,AMN,CAT,TT,15620.0063258851
1018056,AUS,AMS,CAT,TT,1142.080697
1018440,AUS,ANE,CAT,TT,160270.3066778
1018824,AUS,AOA,CAT,TT,2135.256912
1019208,AUS,AOZ,CAT,TT,389.42803
1019592,AUS,APEC,CAT,TT,206301.338074262
1019976,AUS,ARG,CAT,TT,117.439385
1020360,AUS,ASEA,CAT,TT,23893.4182465445
1020744,AUS,ASO,CAT,TT,200384.317490377
1021128,AUS,ASS,CAT,TT,10695.527962
1021512,AUS,AUS,CAT,TT,0.0
1021896,AUS,AUT,CAT,TT,74.2749512241578
1022280,AUS,BAL,CAT,TT,32.06662
1022664,AUS,BEL,CAT,TT,526.57250768939
1023048,AUS,BGD,CAT,TT,559.79641
1023432,AUS,BGR,CAT,TT,62.371554
1023816,AUS,BIH,CAT,TT,0.192484
1024200,AUS,BLR,CAT,TT,3.259079
1024584,AUS,BLX,CAT,TT,531.513483565604
1024968,AUS,BOL,CAT,TT,1.107293
1025352,AUS,BRA,CAT,TT,513.75023
1025736,AUS,BRIC,CAT,TT,101337.048738
1026120,AUS,BRN,CAT,TT,266.045214
1026504,AUS,CAL,CAT,TT,102.820403
1026888,AUS,CAN,CAT,TT,2166.19636277709
1027272,AUS,CAU,CAT,TT,7.27786
1027656,AUS,CEA,CAT,TT,6.344841
1028040,AUS,CEI,CAT,TT,518.470292
1028424,AUS,CHE,CAT,TT,1793.2501847901
1028808,AUS,CHL,CAT,TT,283.8886
1029192,AUS,CHN,CAT,TT,100085.567846
1029576,AUS,CIV,CAT,TT,36.851589
1029960,AUS,CMR,CAT,TT,0.47556
1030344,AUS,COL,CAT,TT,19.274478
1030728,AUS,CSK,CAT,TT,73.065117
1031112,AUS,CYP,CAT,TT,4.542935
1031496,AUS,CZE,CAT,TT,70.942287
1031880,AUS,DEU,CAT,TT,2365.98432810525
1032264,AUS,DEV,CAT,TT,107081.84911407
1032648,AUS,DNK,CAT,TT,70.3177972841579
1033032,AUS,DZA,CAT,TT,3.50829
1033416,AUS,E15,CAT,TT,16977.9966492933
1033800,AUS,E28,CAT,TT,17457.5558852933
1034184,AUS,ECU,CAT,TT,5.996322
1034568,AUS,EGY,CAT,TT,386.563438
1034952,AUS,EM1,CAT,TT,20121.6124309301
1035336,AUS,ENM,CAT,TT,549.291252224158
1035720,AUS,ESP,CAT,TT,452.031437336736
1036104,AUS,EST,CAT,TT,6.506914
1036488,AUS,EUA,CAT,TT,12398.2116892951
1036872,AUS,EUC,CAT,TT,20224.908247589
1037256,AUS,EUR,CAT,TT,6689.63244925482
1037640,AUS,FIN,CAT,TT,125.0468034183
1038024,AUS,FRA,CAT,TT,1079.08929945315
1038408,AUS,G20,CAT,TT,162766.759575722
1038792,AUS,G8,CAT,TT,63405.8969496531
1039176,AUS,GAB,CAT,TT,18.647737
1039560,AUS,GBR,CAT,TT,10149.3296189994
1039944,AUS,GLF,CAT,TT,4321.201743
1040328,AUS,GOA,CAT,TT,3697.333186
1040712,AUS,GRC,CAT,TT,43.975128346116
1041096,AUS,HKG,CAT,TT,3128.98328591376
1041480,AUS,HRV,CAT,TT,10.135998
1041864,AUS,HUN,CAT,TT,38.2011
1042248,AUS,IDN,CAT,TT,3623.363967
1042632,AUS,IND,CAT,TT,6890.725116
1043016,AUS,IRL,CAT,TT,113.60761722229
1043400,AUS,ISL,CAT,TT,37.693237
1043784,AUS,ISR,CAT,TT,190.935790149219
1044168,AUS,ITA,CAT,TT,329.340911700954
1044552,AUS,JPN,CAT,TT,33817.1472228641
1044936,AUS,KAZ,CAT,TT,12.044151
1045320,AUS,KEN,CAT,TT,52.079951
1045704,AUS,KGZ,CAT,TT,10.026259
1046088,AUS,KOR,CAT,TT,16366.1445786137
1046472,AUS,LBY,CAT,TT,0.434248
1046856,AUS,LKA,CAT,TT,134.64976
1047240,AUS,LTU,CAT,TT,8.142439
1047624,AUS,LUX,CAT,TT,4.94097587621309
1048008,AUS,LVA,CAT,TT,17.417267
1048392,AUS,MAR,CAT,TT,15.256484
1048776,AUS,MED,CAT,TT,2996.00047791625
1049160,AUS,MENA,CAT,TT,5148.07603414922
1049544,AUS,MERC,CAT,TT,638.315137
1049928,AUS,MEX,CAT,TT,141.320422
1050312,AUS,MKD,CAT,TT,1.404298
1050696,AUS,MLT,CAT,TT,2.931165
1051080,AUS,MOA,CAT,TT,229.697129
1051464,AUS,MYS,CAT,TT,4842.732119
1051848,AUS,NGA,CAT,TT,23.198864
1052232,AUS,NLD,CAT,TT,1481.50569446729
1052616,AUS,NOR,CAT,TT,209.572919575546
1053000,AUS,NRD,CAT,TT,591.724674032915
1053384,AUS,NZL,CAT,TT,5791.10981803205
1053768,AUS,OCN,CAT,TT,5791.10981803205
1054152,AUS,OECD,CAT,TT,91688.9639531331
1054536,AUS,OPEC,CAT,TT,4374.963783
1054920,AUS,PAK,CAT,TT,319.62652
1055304,AUS,PED,CAT,TT,135449.33717793
1055688,AUS,PER,CAT,TT,73.743361
1056072,AUS,PHL,CAT,TT,1461.893045
1056456,AUS,PMA,CAT,TT,1474.351598
1056840,AUS,PMO,CAT,TT,4741.83466214922
1057224,AUS,POL,CAT,TT,195.600054
1057608,AUS,PRT,CAT,TT,12.8856614149824
1057992,AUS,PRY,CAT,TT,1.148932
1058376,AUS,RCEP,CAT,TT,179953.387712054
1058760,AUS,ROM,CAT,TT,21.93111
1059144,AUS,RUS,CAT,TT,471.685448
1059528,AUS,SAF,CAT,TT,792.354562
1059912,AUS,SAU,CAT,TT,623.868557
1060296,AUS,SEM,CAT,TT,1.555369
1060680,AUS,SGP,CAT,TT,6417.86577954448
1061064,AUS,SUN,CAT,TT,550.536912
1061448,AUS,SVK,CAT,TT,2.12283
1061832,AUS,SVN,CAT,TT,38.713583
1062216,AUS,SWE,CAT,TT,149.093916754911
1062600,AUS,THA,CAT,TT,2759.028392
1062984,AUS,TUN,CAT,TT,0.478912
1063368,AUS,TUR,CAT,TT,204.29767493007
1063752,AUS,TWN,CAT,TT,6872.46374440854
1064136,AUS,UE,CAT,TT,7308.22626629389
1064520,AUS,UKR,CAT,TT,7.832654
1064904,AUS,URY,CAT,TT,5.97659
1065288,AUS,USA,CAT,TT,13312.489541108
1065672,AUS,VEN,CAT,TT,1.976579
1066056,AUS,VNM,CAT,TT,4419.669327
1066440,AUS,WLD,CAT,TT,245045.964728
1066824,AUS,XXX,CAT,TT,1040.426838
1067208,AUS,YUG,CAT,TT,52.001732
1067592,AUT,AES,CAT,TT,1889.00068784833
1067976,AUT,AFA,CAT,TT,41.771496
1068360,AUT,AFN,CAT,TT,840.919481
1068744,AUT,AFR,CAT,TT,4065.40172754267
1069128,AUT,AFS,CAT,TT,1112.539792
1069512,AUT,AFZ,CAT,TT,382.805697
1069896,AUT,ALB,CAT,TT,54.97212
1070280,AUT,AMA,CAT,TT,146.987191
1070664,AUT,AME,CAT,TT,15322.6811380332
1071048,AUT,AMN,CAT,TT,13832.2812920332
1071432,AUT,AMS,CAT,TT,1490.399846
1071816,AUT,ANE,CAT,TT,8893.7297181228
1072200,AUT,AOA,CAT,TT,56.981249
1072584,AUT,AOZ,CAT,TT,58.336764
1072968,AUT,APEC,CAT,TT,28570.380308208
1073352,AUT,ARG,CAT,TT,117.235142
1073736,AUT,ASEA,CAT,TT,1890.96183484833
1074120,AUT,ASO,CAT,TT,13408.8901041748
1074504,AUT,ASS,CAT,TT,1369.819848
1074888,AUT,AUS,CAT,TT,1091.38228510444
1075272,AUT,AUT,CAT,TT,0.0
1075656,AUT,BAL,CAT,TT,638.393234
1076040,AUT,BEL,CAT,TT,2765.9034787949
1076424,AUT,BGD,CAT,TT,93.549888
1076808,AUT,BGR,CAT,TT,872.78907
1077192,AUT,BIH,CAT,TT,485.84187
1077576,AUT,BLR,CAT,TT,109.98989
1077960,AUT,BLX,CAT,TT,2951.35978827932
1078344,AUT,BOL,CAT,TT,19.970206
1078728,AUT,BRA,CAT,TT,722.861407
1079112,AUT,BRIC,CAT,TT,7610.595464
1079496,AUT,BRN,CAT,TT,1.961147
1079880,AUT,CAL,CAT,TT,16.480529
1080264,AUT,CAN,CAT,TT,1433.2228816678
1080648,AUT,CAU,CAT,TT,148.538106
1081032,AUT,CEA,CAT,TT,195.604478
1081416,AUT,CEI,CAT,TT,3640.930168
1081800,AUT,CHE,CAT,TT,9275.70574998122
1082184,AUT,CHL,CAT,TT,232.866651
1082568,AUT,CHN,CAT,TT,4467.013853
1082952,AUT,CIV,CAT,TT,32.855696
1083336,AUT,CMR,CAT,TT,12.772128
1083720,AUT,COL,CAT,TT,102.117414
1084104,AUT,CSK,CAT,TT,9034.396116
1084488,AUT,CYP,CAT,TT,85.838589
1084872,AUT,CZE,CAT,TT,5750.342066
1085256,AUT,DEU,CAT,TT,47569.9952134025
1085640,AUT,DEV,CAT,TT,111347.039656869
1086024,AUT,DNK,CAT,TT,875.491831644302
1086408,AUT,DZA,CAT,TT,285.562048
1086792,AUT,E15,CAT,TT,82189.3653893845
1087176,AUT,E28,CAT,TT,112014.431033385
1087560,AUT,ECU,CAT,TT,44.008803
1087944,AUT,EGY,CAT,TT,271.116567
1088328,AUT,EM1,CAT,TT,5832.22191413111
1088712,AUT,ENM,CAT,TT,29739.227055
1089096,AUT,ESP,CAT,TT,2265.96748473455
1089480,AUT,EST,CAT,TT,169.320306
1089864,AUT,EUA,CAT,TT,17592.8714764091
1090248,AUT,EUC,CAT,TT,128648.673529249
1090632,AUT,EUR,CAT,TT,82278.9097414073
1091016,AUT,FIN,CAT,TT,699.483322093809
1091400,AUT,FRA,CAT,TT,6843.7326740286
1091784,AUT,G20,CAT,TT,139820.924675662
1092168,AUT,G8,CAT,TT,76443.9963023265
1092552,AUT,GAB,CAT,TT,1.373083
1092936,AUT,GBR,CAT,TT,4599.55914854435
1093320,AUT,GLF,CAT,TT,1435.828938
1093704,AUT,GOA,CAT,TT,984.25382
1094088,AUT,GRC,CAT,TT,622.083523351488
1094472,AUT,HKG,CAT,TT,307.596051203946
1094856,AUT,HRV,CAT,TT,1399.994766
1095240,AUT,HUN,CAT,TT,5582.771202
1095624,AUT,IDN,CAT,TT,217.474505
1096008,AUT,IND,CAT,TT,951.798503
