,exporter,importer,secgroup,product,v2020
2793672,ECU,DEV,CAT,TT,10343.3510565034
2794056,ECU,DNK,CAT,TT,30.3697043286072
2794440,ECU,DZA,CAT,TT,126.720281687703
2794824,ECU,E15,CAT,TT,2865.99509910586
2795208,ECU,E28,CAT,TT,3351.57293727315
2795592,ECU,ECU,CAT,TT,0.0
2795976,ECU,EGY,CAT,TT,7.43211544119596
2796360,ECU,EM1,CAT,TT,2709.60881865632
2796744,ECU,ENM,CAT,TT,538.157395192361
2797128,ECU,ESP,CAT,TT,502.680613444073
2797512,ECU,EST,CAT,TT,30.1893307737907
2797896,ECU,EUA,CAT,TT,666.409555476433
2798280,ECU,EUC,CAT,TT,5409.45314354991
2798664,ECU,EUR,CAT,TT,2716.90184473249
2799048,ECU,FIN,CAT,TT,179.889080715355
2799432,ECU,FRA,CAT,TT,260.97110077415
2799816,ECU,G20,CAT,TT,16680.4540672856
2800200,ECU,G8,CAT,TT,9290.0255178103
2800584,ECU,GAB,CAT,TT,0.008168
2800968,ECU,GBR,CAT,TT,207.758827457018
2801352,ECU,GLF,CAT,TT,337.516060834308
2801736,ECU,GOA,CAT,TT,212.304945
2802120,ECU,GRC,CAT,TT,133.703385471525
2802504,ECU,HKG,CAT,TT,34.0304686647191
2802888,ECU,HRV,CAT,TT,33.4313168614893
2803272,ECU,HUN,CAT,TT,1.78669382540055
2803656,ECU,IDN,CAT,TT,201.677932663408
2804040,ECU,IND,CAT,TT,303.148508500725
2804424,ECU,IRL,CAT,TT,6.3890522121748
2804808,ECU,ISL,CAT,TT,6.7070725505681
2805192,ECU,ISR,CAT,TT,5.48957519928405
2805576,ECU,ITA,CAT,TT,432.021837238822
2805960,ECU,JPN,CAT,TT,829.670192714971
2806344,ECU,KAZ,CAT,TT,26.9225313183499
2806728,ECU,KEN,CAT,TT,2.28053990282958
2807112,ECU,KGZ,CAT,TT,7.00455805060661
2807496,ECU,KOR,CAT,TT,73.0533448430958
2807880,ECU,LBY,CAT,TT,8.37607
2808264,ECU,LKA,CAT,TT,8.10449347617765
2808648,ECU,LTU,CAT,TT,45.5972269663655
2809032,ECU,LUX,CAT,TT,1.01741201750175
2809416,ECU,LVA,CAT,TT,1.12708503417874
2809800,ECU,MAR,CAT,TT,24.5649672674899
2810184,ECU,MED,CAT,TT,1867.26017275719
2810568,ECU,MENA,CAT,TT,542.14116251118
2810952,ECU,MERC,CAT,TT,405.895245893845
2811336,ECU,MEX,CAT,TT,94.698031652793
2811720,ECU,MKD,CAT,TT,12.2561404657716
2812104,ECU,MLT,CAT,TT,6.36578951048401
2812488,ECU,MOA,CAT,TT,12.365447
2812872,ECU,MYS,CAT,TT,147.970062007425
2813256,ECU,NGA,CAT,TT,1.51571078649497
2813640,ECU,NLD,CAT,TT,438.288455302191
2814024,ECU,NOR,CAT,TT,27.8179864496737
2814408,ECU,NRD,CAT,TT,317.218112525119
2814792,ECU,NZL,CAT,TT,49.0636917577809
2815176,ECU,OCN,CAT,TT,61.9410257159476
2815560,ECU,OECD,CAT,TT,12622.6345192977
2815944,ECU,OPEC,CAT,TT,624.804961515376
2816328,ECU,PAK,CAT,TT,1.45165995226455
2816712,ECU,PED,CAT,TT,13832.9481941138
2817096,ECU,PER,CAT,TT,450.159593721007
2817480,ECU,PHL,CAT,TT,19.1056299991213
2817864,ECU,PMA,CAT,TT,4.24284060972721
2818248,ECU,PMO,CAT,TT,355.371083033592
2818632,ECU,POL,CAT,TT,186.63763175276
2819016,ECU,PRT,CAT,TT,44.9059743000505
2819400,ECU,PRY,CAT,TT,6.125607
2819784,ECU,RCEP,CAT,TT,5993.53380307884
2820168,ECU,ROM,CAT,TT,8.92241007458758
2820552,ECU,RUS,CAT,TT,1210.39763428982
2820936,ECU,SAF,CAT,TT,11.0998071339982
2821320,ECU,SAU,CAT,TT,125.211115834308
2821704,ECU,SEM,CAT,TT,38.1441505228775
2822088,ECU,SGP,CAT,TT,16.5501345053499
2822472,ECU,SUN,CAT,TT,1676.14312103168
2822856,ECU,SVK,CAT,TT,12.9286950806526
2823240,ECU,SVN,CAT,TT,62.8998345410032
2823624,ECU,SWE,CAT,TT,72.4342684809149
2824008,ECU,THA,CAT,TT,29.0634776684283
2824392,ECU,TUN,CAT,TT,19.6766450811989
2824776,ECU,TUR,CAT,TT,135.040543989002
2825160,ECU,TWN,CAT,TT,10.5143182393207
2825544,ECU,UE,CAT,TT,3143.81410981613
2825928,ECU,UKR,CAT,TT,142.129739
2826312,ECU,URY,CAT,TT,27.6250607019187
2826696,ECU,USA,CAT,TT,6034.76900874754
2827080,ECU,VEN,CAT,TT,150.66867020687
2827464,ECU,VNM,CAT,TT,40.3397269468031
2827848,ECU,WLD,CAT,TT,24208.629467227
2828232,ECU,XXX,CAT,TT,28.087376
2828616,ECU,YUG,CAT,TT,166.937668837275
2829000,EGY,AES,CAT,TT,439.224381270323
2829384,EGY,AFA,CAT,TT,125.120594
2829768,EGY,AFN,CAT,TT,2182.92556819422
2830152,EGY,AFR,CAT,TT,12647.8126665621
2830536,EGY,AFS,CAT,TT,2237.37941357697
2830920,EGY,AFZ,CAT,TT,1283.007624
2831304,EGY,ALB,CAT,TT,15.3800060931712
2831688,EGY,AMA,CAT,TT,43.169951
2832072,EGY,AME,CAT,TT,3596.40399257223
2832456,EGY,AMN,CAT,TT,3059.29822403398
2832840,EGY,AMS,CAT,TT,537.105768538255
2833224,EGY,ANE,CAT,TT,1687.32270502843
2833608,EGY,AOA,CAT,TT,0.271973
2833992,EGY,AOZ,CAT,TT,7.520779
2834376,EGY,APEC,CAT,TT,5747.45322979532
2834760,EGY,ARG,CAT,TT,139.079962518996
2835144,EGY,ASEA,CAT,TT,443.473654732616
2835528,EGY,ASO,CAT,TT,4139.16822059692
2835912,EGY,ASS,CAT,TT,1966.86427479464
2836296,EGY,AUS,CAT,TT,39.8847112266235
2836680,EGY,AUT,CAT,TT,53.778819188922
2837064,EGY,BAL,CAT,TT,32.3344658235281
2837448,EGY,BEL,CAT,TT,107.915042851644
2837832,EGY,BGD,CAT,TT,87.894688
2838216,EGY,BGR,CAT,TT,366.894730449427
2838600,EGY,BIH,CAT,TT,8.54538268453067
2838984,EGY,BLR,CAT,TT,20.1639288446169
2839368,EGY,BLX,CAT,TT,109.664256999697
2839752,EGY,BOL,CAT,TT,0.818074769107981
2840136,EGY,BRA,CAT,TT,254.938646
2840520,EGY,BRIC,CAT,TT,1663.27106402011
2840904,EGY,BRN,CAT,TT,4.24927346229314
2841288,EGY,CAL,CAT,TT,1.278139
2841672,EGY,CAN,CAT,TT,950.413395
2842056,EGY,CAU,CAT,TT,17.7216195666933
2842440,EGY,CEA,CAT,TT,3.453015
2842824,EGY,CEI,CAT,TT,690.163913824694
2843208,EGY,CHE,CAT,TT,84.3590919073815
2843592,EGY,CHL,CAT,TT,13.8955462323937
2843976,EGY,CHN,CAT,TT,912.537085904848
2844360,EGY,CIV,CAT,TT,56.4786657613463
2844744,EGY,CMR,CAT,TT,73.4703713719492
2845128,EGY,COL,CAT,TT,11.1739132404012
2845512,EGY,CSK,CAT,TT,429.235105615011
2845896,EGY,CYP,CAT,TT,119.910971035725
2846280,EGY,CZE,CAT,TT,100.132002131776
2846664,EGY,DEU,CAT,TT,1127.88017168208
2847048,EGY,DEV,CAT,TT,10737.1372928076
2847432,EGY,DNK,CAT,TT,11.8732975056552
2847816,EGY,DZA,CAT,TT,581.86744731329
2848200,EGY,E15,CAT,TT,6476.70785649302
2848584,EGY,E28,CAT,TT,8687.93089177926
2848968,EGY,ECU,CAT,TT,6.50035831497751
2849352,EGY,EGY,CAT,TT,0.0
2849736,EGY,EM1,CAT,TT,2817.78237530148
2850120,EGY,ENM,CAT,TT,2145.09088343944
2850504,EGY,ESP,CAT,TT,728.723832391711
2850888,EGY,EST,CAT,TT,7.4653274762625
2851272,EGY,EUA,CAT,TT,2700.98536439323
2851656,EGY,EUC,CAT,TT,11214.3965146457
2852040,EGY,EUR,CAT,TT,6727.4806845508
2852424,EGY,FIN,CAT,TT,30.421447051415
2852808,EGY,FRA,CAT,TT,536.667290121931
2853192,EGY,G20,CAT,TT,20055.1034667309
2853576,EGY,G8,CAT,TT,7004.27727691665
2853960,EGY,GAB,CAT,TT,16.0801209605622
2854344,EGY,GBR,CAT,TT,864.683655351468
2854728,EGY,GLF,CAT,TT,6592.90282609985
2855112,EGY,GOA,CAT,TT,3824.193004
2855496,EGY,GRC,CAT,TT,672.812816140421
2855880,EGY,HKG,CAT,TT,65.9289336207701
2856264,EGY,HRV,CAT,TT,22.8869274961273
2856648,EGY,HUN,CAT,TT,234.084054023556
2857032,EGY,IDN,CAT,TT,128.515108328049
2857416,EGY,IND,CAT,TT,1553.13545200109
2857800,EGY,IRL,CAT,TT,57.0240700773826
2858184,EGY,ISL,CAT,TT,3.92415358077303
2858568,EGY,ISR,CAT,TT,165.974889691052
2858952,EGY,ITA,CAT,TT,1740.63403230688
2859336,EGY,JPN,CAT,TT,284.426156274138
2859720,EGY,KAZ,CAT,TT,78.366303151653
2860104,EGY,KEN,CAT,TT,386.060293841154
2860488,EGY,KGZ,CAT,TT,3.42939760875803
2860872,EGY,KOR,CAT,TT,306.999605507298
2861256,EGY,LBY,CAT,TT,572.845554
2861640,EGY,LKA,CAT,TT,35.6119135822954
2862024,EGY,LTU,CAT,TT,18.0960236904777
2862408,EGY,LUX,CAT,TT,1.74921414805311
2862792,EGY,LVA,CAT,TT,6.77311465678791
2863176,EGY,MAR,CAT,TT,574.032696654868
2863560,EGY,MED,CAT,TT,10030.8725111618
2863944,EGY,MENA,CAT,TT,10410.4332529851
2864328,EGY,MERC,CAT,TT,449.149504190012
2864712,EGY,MEX,CAT,TT,33.0370953403338
2865096,EGY,MKD,CAT,TT,7.09034458818988
2865480,EGY,MLT,CAT,TT,523.641082042556
2865864,EGY,MOA,CAT,TT,1468.629969
2866248,EGY,MYS,CAT,TT,88.3760411009595
2866632,EGY,NGA,CAT,TT,197.660306393012
2867016,EGY,NLD,CAT,TT,444.831606299561
2867400,EGY,NOR,CAT,TT,39.7751682500914
2867784,EGY,NRD,CAT,TT,123.475745295792
2868168,EGY,NZL,CAT,TT,5.87214827691236
2868552,EGY,OCN,CAT,TT,45.7568595035359
2868936,EGY,OECD,CAT,TT,13152.8648462941
2869320,EGY,OPEC,CAT,TT,7972.81671326166
2869704,EGY,PAK,CAT,TT,278.180195748963
2870088,EGY,PED,CAT,TT,19480.9428715694
2870472,EGY,PER,CAT,TT,7.43832061139791
2870856,EGY,PHL,CAT,TT,7.09643615352529
2871240,EGY,PMA,CAT,TT,1379.70123
2871624,EGY,PMO,CAT,TT,8227.50768479091
2872008,EGY,POL,CAT,TT,192.071457251306
2872392,EGY,PRT,CAT,TT,60.230882468047
2872776,EGY,PRY,CAT,TT,20.723511
2873160,EGY,RCEP,CAT,TT,1993.19336192244
2873544,EGY,ROM,CAT,TT,130.342404111294
2873928,EGY,RUS,CAT,TT,491.546058652973
2874312,EGY,SAF,CAT,TT,99.5014372489447
2874696,EGY,SAU,CAT,TT,2768.70982209985
2875080,EGY,SEM,CAT,TT,64.2011005086732
2875464,EGY,SGP,CAT,TT,119.592525564491
2875848,EGY,SUN,CAT,TT,722.498379648222
2876232,EGY,SVK,CAT,TT,329.103103483234
2876616,EGY,SVN,CAT,TT,159.821837437712
2877000,EGY,SWE,CAT,TT,37.4816789078577
2877384,EGY,THA,CAT,TT,32.7640646578702
2877768,EGY,TUN,CAT,TT,454.179870226059
2878152,EGY,TUR,CAT,TT,1613.02646142895
2878536,EGY,TWN,CAT,TT,117.430923721373
2878920,EGY,UE,CAT,TT,7823.2472364278
2879304,EGY,UKR,CAT,TT,75.483591
2879688,EGY,URY,CAT,TT,34.4073846710162
2880072,EGY,USA,CAT,TT,2075.84773369364
2880456,EGY,VEN,CAT,TT,4.96010017996474
2880840,EGY,VNM,CAT,TT,61.6020664654269
2881224,EGY,WLD,CAT,TT,31784.865131377
2881608,EGY,XXX,CAT,TT,187.083737
2881992,EGY,YUG,CAT,TT,262.545592715233
2882376,EM1,AES,CAT,TT,203978.791734552
2882760,EM1,AFA,CAT,TT,5446.26422463616
2883144,EM1,AFN,CAT,TT,22308.2074843731
2883528,EM1,AFR,CAT,TT,132426.783383073
2883912,EM1,AFS,CAT,TT,40046.9819935157
2884296,EM1,AFZ,CAT,TT,18054.9785092855
2884680,EM1,ALB,CAT,TT,598.818127391712
2885064,EM1,AMA,CAT,TT,18721.6164204175
2885448,EM1,AME,CAT,TT,730978.449918849
2885832,EM1,AMN,CAT,TT,647035.251979777
2886216,EM1,AMS,CAT,TT,83943.1979390718
2886600,EM1,ANE,CAT,TT,559294.412132157
2886984,EM1,AOA,CAT,TT,1623.61500101233
2887368,EM1,AOZ,CAT,TT,7617.26209716419
2887752,EM1,APEC,CAT,TT,1466814.42748354
2888136,EM1,ARG,CAT,TT,4902.16750158858
2888520,EM1,ASEA,CAT,TT,205493.198642245
2888904,EM1,ASO,CAT,TT,877350.263400945
2889288,EM1,ASS,CAT,TT,80428.1368780141
2889672,EM1,AUS,CAT,TT,29316.60384631
2890056,EM1,AUT,CAT,TT,6304.95247979931
2890440,EM1,BAL,CAT,TT,2162.7745930041
2890824,EM1,BEL,CAT,TT,12943.2655227106
2891208,EM1,BGD,CAT,TT,8190.84432525925
2891592,EM1,BGR,CAT,TT,3959.27286608055
2891976,EM1,BIH,CAT,TT,677.644907257414
2892360,EM1,BLR,CAT,TT,1174.57424852546
2892744,EM1,BLX,CAT,TT,13364.0367690752
2893128,EM1,BOL,CAT,TT,2059.4408960261
2893512,EM1,BRA,CAT,TT,25969.6982422149
2893896,EM1,BRIC,CAT,TT,392722.499796135
2894280,EM1,BRN,CAT,TT,1514.40690769301
2894664,EM1,CAL,CAT,TT,15357.6927489578
2895048,EM1,CAN,CAT,TT,44421.0511122634
2895432,EM1,CAU,CAT,TT,4323.2046355173
2895816,EM1,CEA,CAT,TT,2671.51034742296
2896200,EM1,CEI,CAT,TT,34454.7106342904
2896584,EM1,CHE,CAT,TT,21713.3400474973
2896968,EM1,CHL,CAT,TT,9313.46910140189
2897352,EM1,CHN,CAT,TT,345534.468946344
2897736,EM1,CIV,CAT,TT,1502.33112495466
2898120,EM1,CMR,CAT,TT,789.985787878758
2898504,EM1,COL,CAT,TT,6444.00814231863
2898888,EM1,CSK,CAT,TT,16138.2008889739
2899272,EM1,CYP,CAT,TT,1158.41761251932
2899656,EM1,CZE,CAT,TT,9374.82989267217
2900040,EM1,DEU,CAT,TT,79434.4780162069
2900424,EM1,DEV,CAT,TT,1213922.05216829
2900808,EM1,DNK,CAT,TT,3234.88544188664
2901192,EM1,DZA,CAT,TT,4934.23805245065
2901576,EM1,E15,CAT,TT,270753.729712522
2901960,EM1,E28,CAT,TT,325060.158713929
2902344,EM1,ECU,CAT,TT,3681.25649823945
2902728,EM1,EGY,CAT,TT,8009.49881247832
2903112,EM1,EM1,CAT,TT,250676.38433108
2903496,EM1,ENM,CAT,TT,59452.9638686863
2903880,EM1,ESP,CAT,TT,26159.8521213614
2904264,EM1,EST,CAT,TT,774.736103507197
2904648,EM1,EUA,CAT,TT,79360.9654777502
2905032,EM1,EUC,CAT,TT,399963.899384437
2905416,EM1,EUR,CAT,TT,238825.016469337
2905800,EM1,FIN,CAT,TT,2858.42641696295
2906184,EM1,FRA,CAT,TT,25703.2088266875
2906568,EM1,G20,CAT,TT,1562975.06909742
2906952,EM1,G8,CAT,TT,889460.200867789
2907336,EM1,GAB,CAT,TT,293.245453583988
2907720,EM1,GBR,CAT,TT,38911.9354415318
2908104,EM1,GLF,CAT,TT,56512.8374792737
2908488,EM1,GOA,CAT,TT,41222.369447864
2908872,EM1,GRC,CAT,TT,3530.60296558189
2909256,EM1,HKG,CAT,TT,22843.3791236802
2909640,EM1,HRV,CAT,TT,694.783637878966
2910024,EM1,HUN,CAT,TT,4950.7280174656
2910408,EM1,IDN,CAT,TT,23521.8803002083
2910792,EM1,IND,CAT,TT,51485.6795977091
2911176,EM1,IRL,CAT,TT,3621.12605544459
2911560,EM1,ISL,CAT,TT,261.615832768336
2911944,EM1,ISR,CAT,TT,6042.4411580162
2912328,EM1,ITA,CAT,TT,26094.0767815926
2912712,EM1,JPN,CAT,TT,104098.041368798
2913096,EM1,KAZ,CAT,TT,1860.62557796648
2913480,EM1,KEN,CAT,TT,2828.53566279483
2913864,EM1,KGZ,CAT,TT,471.839827227896
2914248,EM1,KOR,CAT,TT,57606.075440846
2914632,EM1,LBY,CAT,TT,3033.95090408576
2915016,EM1,LKA,CAT,TT,2140.92642594434
2915400,EM1,LTU,CAT,TT,739.414514811002
2915784,EM1,LUX,CAT,TT,420.771246364544
2916168,EM1,LVA,CAT,TT,648.623974685898
2916552,EM1,MAR,CAT,TT,4320.47063437123
2916936,EM1,MED,CAT,TT,138628.329723729
2917320,EM1,MENA,CAT,TT,92379.8013895571
2917704,EM1,MERC,CAT,TT,34309.7185912224
2918088,EM1,MEX,CAT,TT,28957.2434306773
2918472,EM1,MKD,CAT,TT,710.166570718554
2918856,EM1,MLT,CAT,TT,1128.03976434795
2919240,EM1,MOA,CAT,TT,7516.31526789416
2919624,EM1,MYS,CAT,TT,29326.4756596644
2920008,EM1,NGA,CAT,TT,4142.39283603335
2920392,EM1,NLD,CAT,TT,34888.3756073196
2920776,EM1,NOR,CAT,TT,3649.08259908611
2921160,EM1,NRD,CAT,TT,14465.8981632533
2921544,EM1,NZL,CAT,TT,4332.31880991144
2921928,EM1,OCN,CAT,TT,33648.9226562214
2922312,EM1,OECD,CAT,TT,1213254.93986853
2922696,EM1,OPEC,CAT,TT,74328.669492305
2923080,EM1,PAK,CAT,TT,7855.40252323188
2923464,EM1,PED,CAT,TT,877576.56623835
2923848,EM1,PER,CAT,TT,7682.94002080766
2924232,EM1,PHL,CAT,TT,21890.1660629981
2924616,EM1,PMA,CAT,TT,49220.7776806668
2925000,EM1,PMO,CAT,TT,70071.593905184
2925384,EM1,POL,CAT,TT,15410.423380369
2925768,EM1,PRT,CAT,TT,2185.8849165227
2926152,EM1,PRY,CAT,TT,1767.44443511431
2926536,EM1,RCEP,CAT,TT,746380.707054455
2926920,EM1,ROM,CAT,TT,5236.39569415805
2927304,EM1,RUS,CAT,TT,19703.9256998832
2927688,EM1,SAF,CAT,TT,6989.24839434842
2928072,EM1,SAU,CAT,TT,15290.4680314097
2928456,EM1,SEM,CAT,TT,2278.919548645
2928840,EM1,SGP,CAT,TT,46014.9684272631
2929224,EM1,SUN,CAT,TT,36617.4852272945
2929608,EM1,SVK,CAT,TT,6763.37099630169
2929992,EM1,SVN,CAT,TT,3467.39254660891
2930376,EM1,SWE,CAT,TT,4461.88787254923
2930760,EM1,THA,CAT,TT,33785.3398747272
2931144,EM1,TUN,CAT,TT,2010.04908098714
2931528,EM1,TUR,CAT,TT,10559.4424028539
2931912,EM1,TWN,CAT,TT,29212.4472524887
2932296,EM1,UE,CAT,TT,286148.223272397
2932680,EM1,UKR,CAT,TT,4249.03029774708
2933064,EM1,URY,CAT,TT,1670.4084123047
2933448,EM1,USA,CAT,TT,573656.957436836
2933832,EM1,VEN,CAT,TT,1730.74826863812
2934216,EM1,VNM,CAT,TT,34082.2686607337
2934600,EM1,WLD,CAT,TT,2167779.37035243
2934984,EM1,XXX,CAT,TT,27059.9742651238
2935368,EM1,YUG,CAT,TT,7828.90721110884
2935752,ENM,AES,CAT,TT,8338.84705041587
2936136,ENM,AFA,CAT,TT,347.408141
2936520,ENM,AFN,CAT,TT,9753.47074230194
2936904,ENM,AFR,CAT,TT,31392.9172646058
2937288,ENM,AFS,CAT,TT,8029.50122019957
2937672,ENM,AFZ,CAT,TT,1943.84787
2938056,ENM,ALB,CAT,TT,678.583997458538
2938440,ENM,AMA,CAT,TT,1191.899393
2938824,ENM,AME,CAT,TT,60343.5785387705
2939208,ENM,AMN,CAT,TT,53006.1442809876
2939592,ENM,AMS,CAT,TT,7337.43425778286
2939976,ENM,ANE,CAT,TT,44344.5948788022
2940360,ENM,AOA,CAT,TT,326.103298
2940744,ENM,AOZ,CAT,TT,195.179924
2941128,ENM,APEC,CAT,TT,140860.64438238
2941512,ENM,ARG,CAT,TT,733.147556141261
2941896,ENM,ASEA,CAT,TT,8355.7012576688
2942280,ENM,ASO,CAT,TT,62636.5837459667
2942664,ENM,ASS,CAT,TT,5290.83725101112
2943048,ENM,AUS,CAT,TT,4005.55756282457
2943432,ENM,AUT,CAT,TT,24013.4221730179
2943816,ENM,BAL,CAT,TT,23821.8740108433
2944200,ENM,BEL,CAT,TT,17659.8327505227
2944584,ENM,BGD,CAT,TT,348.093516434417
2944968,ENM,BGR,CAT,TT,8908.36452981033
2945352,ENM,BIH,CAT,TT,3963.81578622303
2945736,ENM,BLR,CAT,TT,4439.15384196147
2946120,ENM,BLX,CAT,TT,18786.1453600308
2946504,ENM,BOL,CAT,TT,67.426855908392
2946888,ENM,BRA,CAT,TT,3067.521324
2947272,ENM,BRIC,CAT,TT,61583.6325243641
2947656,ENM,BRN,CAT,TT,16.8542072529264
2948040,ENM,CAL,CAT,TT,86.244784
2948424,ENM,CAN,CAT,TT,5749.5211206678
2948808,ENM,CAU,CAT,TT,1537.00214301238
2949192,ENM,CEA,CAT,TT,3001.88718
2949576,ENM,CEI,CAT,TT,55588.5087785378
2949960,ENM,CHE,CAT,TT,19096.1714626688
2950344,ENM,CHL,CAT,TT,788.424191347225
2950728,ENM,CHN,CAT,TT,29105.2106839003
2951112,ENM,CIV,CAT,TT,339.934140188126
2951496,ENM,CMR,CAT,TT,116.101163057699
2951880,ENM,COL,CAT,TT,548.236504617355
2952264,ENM,CSK,CAT,TT,74745.0264880192
2952648,ENM,CYP,CAT,TT,900.78930679093
2953032,ENM,CZE,CAT,TT,41215.9306434437
2953416,ENM,DEU,CAT,TT,235865.166023392
2953800,ENM,DEV,CAT,TT,600534.452656911
2954184,ENM,DNK,CAT,TT,10126.1434761996
2954568,ENM,DZA,CAT,TT,2509.42092274947
2954952,ENM,E15,CAT,TT,501829.758315484
2955336,ENM,E28,CAT,TT,726902.446929494
2955720,ENM,ECU,CAT,TT,287.360364275959
2956104,ENM,EGY,CAT,TT,2823.06473411807
2956488,ENM,EM1,CAT,TT,38141.9154909496
2956872,ENM,ENM,CAT,TT,248185.321480236
2957256,ENM,ESP,CAT,TT,20753.9943456781
2957640,ENM,EST,CAT,TT,5769.35101945354
2958024,ENM,EUA,CAT,TT,93015.096386929
2958408,ENM,EUC,CAT,TT,841484.046954126
2958792,ENM,EUR,CAT,TT,508399.311664714
2959176,ENM,FIN,CAT,TT,7891.95832903495
2959560,ENM,FRA,CAT,TT,44611.261181055
2959944,ENM,G20,CAT,TT,879470.604820833
2960328,ENM,G8,CAT,TT,402843.487150348
2960712,ENM,GAB,CAT,TT,36.2626244429836
2961096,ENM,GBR,CAT,TT,34022.0051408352
2961480,ENM,GLF,CAT,TT,9542.27932138401
2961864,ENM,GOA,CAT,TT,5177.46738
2962248,ENM,GRC,CAT,TT,5287.46267477851
2962632,ENM,HKG,CAT,TT,1129.58317630817
2963016,ENM,HRV,CAT,TT,9737.71169427667
2963400,ENM,HUN,CAT,TT,32536.1665480411
2963784,ENM,IDN,CAT,TT,1248.6374665979
2964168,ENM,IND,CAT,TT,3740.88949500634
2964552,ENM,IRL,CAT,TT,2702.56551839978
2964936,ENM,ISL,CAT,TT,603.7084223912
2965320,ENM,ISR,CAT,TT,2774.95444272028
2965704,ENM,ITA,CAT,TT,47778.2107835457
2966088,ENM,JPN,CAT,TT,6441.21999628205
2966472,ENM,KAZ,CAT,TT,2633.43183337388
2966856,ENM,KEN,CAT,TT,223.854704501338
2967240,ENM,KGZ,CAT,TT,157.481580979248
2967624,ENM,KOR,CAT,TT,5468.78581428902
2968008,ENM,LBY,CAT,TT,498.389565
2968392,ENM,LKA,CAT,TT,137.942677562087
2968776,ENM,LTU,CAT,TT,10269.4162313866
2969160,ENM,LUX,CAT,TT,1126.31260950811
2969544,ENM,LVA,CAT,TT,7783.10676000321
2969928,ENM,MAR,CAT,TT,2712.3010514854
2970312,ENM,MED,CAT,TT,184822.33440415
2970696,ENM,MENA,CAT,TT,23363.4160444062
2971080,ENM,MERC,CAT,TT,4018.93250183313
2971464,ENM,MEX,CAT,TT,5783.81845619377
2971848,ENM,MKD,CAT,TT,2224.34688181398
2972232,ENM,MLT,CAT,TT,311.815785053692
2972616,ENM,MOA,CAT,TT,1292.711538
2973000,ENM,MYS,CAT,TT,1540.20347242766
2973384,ENM,NGA,CAT,TT,1659.56817480579
2973768,ENM,NLD,CAT,TT,28450.003237533
2974152,ENM,NOR,CAT,TT,7798.2717348575
2974536,ENM,NRD,CAT,TT,44390.9672272547
2974920,ENM,NZL,CAT,TT,656.747002912972
2975304,ENM,OCN,CAT,TT,4662.30456573754
2975688,ENM,OECD,CAT,TT,798234.868496799
2976072,ENM,OPEC,CAT,TT,14572.7617368336
2976456,ENM,PAK,CAT,TT,525.774132755344
2976840,ENM,PED,CAT,TT,392749.307752123
2977224,ENM,PER,CAT,TT,395.673682625401
2977608,ENM,PHL,CAT,TT,914.316247967216
2977992,ENM,PMA,CAT,TT,2573.36609443442
2978376,ENM,PMO,CAT,TT,13609.9453021043
2978760,ENM,POL,CAT,TT,38917.9283799463
2979144,ENM,PRT,CAT,TT,3570.53480721201
2979528,ENM,PRY,CAT,TT,83.625529
2979912,ENM,RCEP,CAT,TT,54033.2223178778
2980296,ENM,ROM,CAT,TT,25067.9995874553
2980680,ENM,RUS,CAT,TT,29394.0463092108
2981064,ENM,SAF,CAT,TT,3362.52440220363
2981448,ENM,SAU,CAT,TT,4364.81194138401
2981832,ENM,SEM,CAT,TT,9557.31190588697
2982216,ENM,SGP,CAT,TT,1307.57369335569
2982600,ENM,SUN,CAT,TT,79410.3827893811
2982984,ENM,SVK,CAT,TT,33529.0958445755
2983368,ENM,SVN,CAT,TT,10125.0122837728
2983752,ENM,SWE,CAT,TT,17970.8852647714
2984136,ENM,THA,CAT,TT,1697.83750032554
2984520,ENM,TUN,CAT,TT,1210.294468949
2984904,ENM,TUR,CAT,TT,15070.8810547938
2985288,ENM,TWN,CAT,TT,2199.79520802258
2985672,ENM,UE,CAT,TT,692880.441788659
2986056,ENM,UKR,CAT,TT,14425.50589
2986440,ENM,URY,CAT,TT,134.638092691868
2986824,ENM,USA,CAT,TT,41472.8047041261
2987208,ENM,VEN,CAT,TT,39.4807641754019
2987592,ENM,VNM,CAT,TT,1544.03388574185
2987976,ENM,WLD,CAT,TT,998905.573848468
2988360,ENM,XXX,CAT,TT,3048.447345
2988744,ENM,YUG,CAT,TT,35608.1985519735
2989128,ESP,AES,CAT,TT,2778.46309623087
2989512,ESP,AFA,CAT,TT,499.046691521507
2989896,ESP,AFN,CAT,TT,13201.2538042488
2990280,ESP,AFR,CAT,TT,24956.9084669302
2990664,ESP,AFS,CAT,TT,4234.98623934307
2991048,ESP,AFZ,CAT,TT,1574.67502000213
2991432,ESP,ALB,CAT,TT,72.2442065
2991816,ESP,AMA,CAT,TT,2418.43508358695
2992200,ESP,AME,CAT,TT,29338.4157271852
2992584,ESP,AMN,CAT,TT,19924.1763455591
2992968,ESP,AMS,CAT,TT,9414.23938162616
2993352,ESP,ANE,CAT,TT,15018.0419432755
2993736,ESP,AOA,CAT,TT,76.7543986440036
2994120,ESP,AOZ,CAT,TT,47.3680652883844
2994504,ESP,APEC,CAT,TT,43580.0974450319
2994888,ESP,ARG,CAT,TT,749.802805020281
2995272,ESP,ASEA,CAT,TT,2782.0122206628
2995656,ESP,ASO,CAT,TT,21276.1011512876
2996040,ESP,ASS,CAT,TT,1729.49096000416
2996424,ESP,AUS,CAT,TT,1454.43150309395
